assetId,originalArchivePath,storedPath,category,layer,width,height,sha256
OUTFIT_MASK_0029,art-delivery/outfit-003/masks/primary-boy-basic-white/lower-mask-front-right.png,images/stage_outfit_design/art-delivery/outfit-003/masks/primary-boy-basic-white/lower-mask-front-right.png,OUTFIT_MASK,Lower,1024,1536,bc875311d26f920ab84c1dc3cc7375061b96ca959da2c2e7df8944b06b7b56f9
OUTFIT_MASK_0030,art-delivery/outfit-003/masks/primary-boy-basic-white/lower-mask-front.png,images/stage_outfit_design/art-delivery/outfit-003/masks/primary-boy-basic-white/lower-mask-front.png,OUTFIT_MASK,Lower,1024,1536,6090a9207d5327fe5efc11df71a7ae8b65dc27eeefc5ae2e8a559af94dc7074d
OUTFIT_MASK_0031,art-delivery/outfit-003/masks/primary-girl-basic-white/accent-mask-front-left.png,images/stage_outfit_design/art-delivery/outfit-003/masks/primary-girl-basic-white/accent-mask-front-left.png,OUTFIT_MASK,Accent,1024,1536,ae3f161ed7dc204b6a57f2e5691f4c19f0d75f74174e6fcb454af7b611551696
OUTFIT_MASK_0032,art-delivery/outfit-003/masks/primary-girl-basic-white/accent-mask-front-right.png,images/stage_outfit_design/art-delivery/outfit-003/masks/primary-girl-basic-white/accent-mask-front-right.png,OUTFIT_MASK,Accent,1024,1536,31931eed9650b3e8d9eee3c75bc0b11f2929cbbeaf5b8a4070749b04bd302d02
OUTFIT_MASK_0033,art-delivery/outfit-003/masks/primary-girl-basic-white/accent-mask-front.png,images/stage_outfit_design/art-delivery/outfit-003/masks/primary-girl-basic-white/accent-mask-front.png,OUTFIT_MASK,Accent,1024,1536,4dee8a7cac8a3af0fbe72631818e98a77d44c3539945328de82f7ed4c81c6acf
OUTFIT_MASK_0034,art-delivery/outfit-003/masks/primary-girl-basic-white/lower-mask-front-left.png,images/stage_outfit_design/art-delivery/outfit-003/masks/primary-girl-basic-white/lower-mask-front-left.png,OUTFIT_MASK,Lower,1024,1536,722d241823c8e8578a222490a40cd3305741bf67d1dbab2df61671183e3b67f6
OUTFIT_MASK_0035,art-delivery/outfit-003/masks/primary-girl-basic-white/lower-mask-front-right.png,images/stage_outfit_design/art-delivery/outfit-003/masks/primary-girl-basic-white/lower-mask-front-right.png,OUTFIT_MASK,Lower,1024,1536,5bed2ac7be21f7c59afcb49cbb5278758522ee04a43621834cc805d728b6f50e
OUTFIT_MASK_0036,art-delivery/outfit-003/masks/primary-girl-basic-white/lower-mask-front.png,images/stage_outfit_design/art-delivery/outfit-003/masks/primary-girl-basic-white/lower-mask-front.png,OUTFIT_MASK,Lower,1024,1536,83f5eedf5455afcf7d462383aebda8ee43c333a6526b119e30793624ec5c6cb2
OUTFIT_MASK_0037,art-delivery/outfit-003/masks/teen-boy-basic-white/accent-mask-front-left.png,images/stage_outfit_design/art-delivery/outfit-003/masks/teen-boy-basic-white/accent-mask-front-left.png,OUTFIT_MASK,Accent,1024,1536,e1d7ae7d665282bb5c5b2e3328a42eb9c07f1c4d22fbd22f73eed7015e550b0d
OUTFIT_MASK_0038,art-delivery/outfit-003/masks/teen-boy-basic-white/accent-mask-front-right.png,images/stage_outfit_design/art-delivery/outfit-003/masks/teen-boy-basic-white/accent-mask-front-right.png,OUTFIT_MASK,Accent,1024,1536,c60149479f50ed749ab3322e08012d93b717e6a133a24027ab1c27731c4630a8
OUTFIT_MASK_0039,art-delivery/outfit-003/masks/teen-boy-basic-white/accent-mask-front.png,images/stage_outfit_design/art-delivery/outfit-003/masks/teen-boy-basic-white/accent-mask-front.png,OUTFIT_MASK,Accent,1024,1536,b10b78bc009361c4aa9c45668044a4a9c1b7cac5e70360077001977b9f091635
